InvoiceNo,InvoiceDate,CustomerID,Country,ProductCategory,Quantity,UnitPrice
13090,23-Jan-2024,1100.0,India, APPAREL,4.0,39.16
16890,2023-09-26,151.0, Germany,Books,1.0,4.85
20538,13/04/2024,960.0,USA,sports,1.0,171.16
8386,05/16/2023,380.0,UK,Home & Kitchen,6.0,44.88
8934,08/06/2024,514.0,India,ELECTRONICS,4.0,95.18
12960,25/08/2024,1075.0,france , Electronics,6.0,546.56
7708,04/15/2024,599.0, USA ,ELECTRONICS,5.0,367.22
7791,2024-08-13,1077.0,India,Beauty,1.0,52.74
8447,2023-03-10,1063.0, Germany,Home & Kitchen,3.0,152.79
20700,23-Jan-2024,632.0,USA,Beauty,4.0,-10.0
8536,21/07/2024,736.0,India, APPAREL,5.0,53.13
15921,04/24/2023,491.0,india,apparel,1.0,99.85
21432,10/06/2023,402.0, Germany,SPORTS ,3.0,28.69
20869,16-Feb-2023,601.0,India, Electronics,2.0,151.33
16932,23/10/2023,567.0,Canada, APPAREL,1.0,53.9
20964,07/05/2024,285.0,uk, APPAREL,1.0,117.37
23093,02-Sep-2023,852.0, USA , APPAREL,3.0,83.55
12526,11/12/2023,808.0,france ,books,6.0,44.11
5822,24/01/2023,1166.0,india,Sports,1.0,173.01
15256,08/25/2024,,United Kingdom,Sports,2.0,183.43
23886,17/06/2024,1080.0,australia , Books,2.0,23.37
13279,06/06/2023,1179.0,Australia,Books,4.0,31.29
13274,12/03/2024,1159.0,germany,beauty ,4.0,76.27
21614,05/23/2023,603.0, Germany,Beauty,2.0,28.24
24685,10/04/2024,13.0,France,Beauty,5.0,10.38
15890,03/15/2023,155.0,uk, APPAREL,7.0,17.04
14024,14-Dec-2023,904.0,canada,Books,4.0,23.23
17767,20-Dec-2023,121.0,Germany,Books,3.0,12.06
17019,12-May-2024,114.0,United States, APPAREL,1.0,87.15
12646,08/01/2024,354.0,australia ,SPORTS ,1.0,95.72
20512,11/07/2023,1085.0,canada,ELECTRONICS,5.0,486.59
21940,2024-11-03,876.0,United States,SPORTS ,5.0,70.67
7834,18-Jul-2023,335.0,United Kingdom,books,1.0,20.59
16239,05/05/2024,134.0,INDIA ,Beauty,5.0,43.0
15373,26-Aug-2024,1019.0,Germany,Beauty,2.0,70.06
12407,2023-08-03,202.0,Australia,ELECTRONICS,6.0,
20368,10/24/2024,989.0,Canada, APPAREL,4.0,41.41
24487,24-Feb-2023,195.0,australia ,Sports,2.0,47.16
13241,30/10/2023,292.0,canada,Apparel,1.0,69.4
16941,2023-08-24,27.0,Germany,Sports,3.0,97.3
18223,12/03/2023,530.0,Canada,electronics,4.0,253.79
21209,2023-02-04,896.0,France, Books,2.0,33.54
14980,09/17/2024,269.0,australia ,SPORTS ,5.0,152.4
18254,2024-11-20,1107.0,Australia, Electronics,5.0,481.96
12769,10/05/2023,467.0,canada,ELECTRONICS,3.0,583.83
23533,2023-09-19,689.0,germany,books,2.0,22.68
9096,2023-09-16,890.0, USA ,Beauty,2.0,52.88
7690,2024-02-21,1171.0,U.K.,Electronics,1.0,168.08
6190,26/03/2023,721.0,India,electronics,1.0,555.25
14286,09/10/2023,885.0,canada,beauty ,2.0,11.71
9846,23-Jan-2023,1198.0,FRANCE,apparel,5.0,
10211,31-Aug-2024,872.0,france ,apparel,3.0,37.95
8991,09/01/2023,839.0,UK,Beauty,5.0,53.38
13061,11/09/2023,520.0,germany,SPORTS ,2.0,163.97
15566,10/29/2023,999.0,canada,ELECTRONICS,2.0,454.14
10677,04-Apr-2023,123.0,Canada,Electronics,2.0,205.59
6575,07/31/2024,735.0, USA , Books,6.0,38.83
15951,2024-12-30,226.0,France,Home & Kitchen,4.0,157.96
22297,2023-10-05,812.0,Canada,beauty ,4.0,22.81
11066,24/11/2023,257.0,australia ,books,3.0,5.14
7786,2023-06-09,411.0,United States,Beauty,1.0,49.6
20595,26-Jul-2023,508.0,FRANCE,Electronics,7.0,343.47
19265,2023-07-21,,United States, Books,1.0,11.1
20006,13-May-2023,1005.0,Germany,Books,4.0,34.06
19068,30-Nov-2023,202.0,australia , Electronics,1.0,127.18
8881,27/01/2024,1187.0,United States,home & kitchen,1.0,46.71
21633,29-Jan-2024,490.0,U.K.,SPORTS ,3.0,136.75
20105,11/15/2023,142.0,Germany,Home & Kitchen,7.0,117.42
18321,2023-05-14,501.0,canada,Sports,6.0,132.67
9935,12/14/2024,808.0,France,Books,7.0,34.35
20356,2024-07-23,953.0,United States, Electronics,5.0,154.56
24592,2024-06-27,1035.0,India,Home and Kitchen ,1.0,207.37
16976,06/08/2023,88.0,germany,electronics,4.0,146.27
12747,06-May-2024,770.0,USA,home & kitchen,3.0,213.57
20498,21/12/2024,47.0,INDIA ,Apparel,999.0,70.24
10236,09/13/2023,662.0,usa,Home and Kitchen ,2.0,199.58
8946,04-Feb-2024,285.0,,Apparel,4.0,37.61
15122,08/13/2023,540.0,INDIA ,Books,3.0,29.26
7165,13/02/2024,999.0,canada,Electronics,2.0,406.3
7887,13/06/2023,342.0,canada,beauty ,2.0,11.48
15110,10/11/2023,526.0,uk,home & kitchen,2.0,27.97
13715,10/18/2024,443.0,germany,Apparel,3.0,64.4
13709,11/06/2023,85.0,INDIA ,Home and Kitchen ,4.0,97.98
23062,2023-02-08,842.0, Germany,Books,3.0,30.33
18115,08-May-2023,456.0,australia ,ELECTRONICS,1.0,404.04
10667,06/15/2023,31.0,uk,books,2.0,10.94
5173,03/07/2023,766.0,U.S.A, Electronics,3.0,284.62
5640,22/09/2023,3.0,Germany,electronics,,340.97
18498,11/23/2023,773.0,United States,Beauty,1.0,12.47
20250,06/11/2024,466.0,France,Electronics,1.0,569.56
24045,06/26/2023,636.0,France,Apparel,1.0,76.16
18572,2023-11-30,357.0,France,Sports,2.0,81.48
10066,10/02/2024,55.0,United Kingdom, APPAREL,500.0,70.36
14336,12/18/2024,1193.0,france ,Home and Kitchen ,2.0,
6549,01-Jul-2024,564.0,FRANCE,Electronics,3.0,
12436,04/30/2023,1010.0,india,ELECTRONICS,2.0,186.43
21278,06/12/2023,575.0,INDIA ,beauty ,5.0,19.67
15933,03/06/2024,33.0,india, Books,6.0,33.93
15025,07-Nov-2023,1041.0,Canada,Books,1.0,18.56
6037,08/12/2023,43.0,India,ELECTRONICS,6.0,9999.99
22113,02/06/2023,466.0,france ,Home & Kitchen,4.0,81.79
16879,06/16/2023,1099.0,usa,beauty ,3.0,39.08
13920,25-Aug-2024,317.0,france ,home & kitchen,6.0,90.54
24444,08/11/2024,361.0,,Electronics,1.0,71.99
17730,2023-05-26,336.0,france ,Books,2.0,7.08
19911,2024-09-02,1096.0,Australia,Beauty,4.0,41.36
13419,2023-05-06,17.0,france ,Home and Kitchen ,3.0,123.33
14027,01/29/2024,1166.0,INDIA , Electronics,1.0,67.13
7487,2023-09-14,1009.0,France,home & kitchen,4.0,186.9
14323,2023-02-09,409.0,india,sports,4.0,89.46
14583,06/08/2024,821.0,USA,Books,7.0,14.54
22149,07/11/2023,1055.0,Canada,Beauty,2.0,48.06
15714,10/02/2023,363.0, Germany,home & kitchen,1.0,162.05
17283,2024-11-04,288.0,FRANCE,Home & Kitchen,7.0,229.64
20901,17-Oct-2023,437.0,usa,Sports,1.0,19.52
13258,28/01/2023,747.0,Australia,Books,1.0,18.78
17468,18-Mar-2024,587.0,INDIA ,Beauty,4.0,32.1
22131,09/07/2023,815.0,canada,Electronics,4.0,134.73
21889,07/06/2024,727.0,U.K., Books,1.0,17.56
7025,10/07/2023,285.0,UK,Apparel,,10.68
6873,01/17/2024,710.0,canada,Apparel,2.0,74.46
5355,11/28/2023,1100.0,india,Apparel,1.0,111.48
10361,2023-09-06,272.0,FRANCE, Electronics,3.0,52.2
19801,2023-01-18,267.0,USA, Books,7.0,13.05
24894,2024-02-02,613.0,france ,apparel,4.0,35.73
17955,2024-05-19,414.0,usa,Apparel,1.0,101.79
6165,10/06/2024,201.0,australia ,SPORTS ,3.0,214.11
23408,21/06/2024,1103.0,uk,Books,3.0,19.77
24148,23/04/2023,19.0,France,Beauty,1.0,14.11
8396,10/12/2024,113.0, Germany,beauty ,1.0,22.07
20542,2023-09-13,672.0,uk,sports,4.0,12.84
17761,2024-11-16,142.0,germany,Home & Kitchen,3.0,40.87
20864,12-Nov-2024,984.0,uk,Apparel,2.0,112.45
8128,03-May-2023,273.0,australia ,ELECTRONICS,5.0,560.65
14695,07/02/2024,1027.0, Germany,sports,5.0,45.75
13502,03/17/2024,648.0,germany, APPAREL,4.0,88.44
19509,05/09/2023,235.0, Germany,Home & Kitchen,1.0,157.01
14384,10-Dec-2024,590.0,U.S.A,Home and Kitchen ,7.0,49.96
12161,12-Jun-2024,143.0,France,Apparel,4.0,69.14
15564,14-May-2024,366.0,india,beauty ,5.0,67.28
9355,07-May-2023,841.0,india,Home & Kitchen,3.0,156.71
21671,02/12/2024,257.0,Australia,Electronics,5.0,262.95
19029,02/12/2024,717.0,Canada,apparel,6.0,61.26
8588,17/02/2024,965.0,U.K.,Beauty,4.0,12.07
21105,04/04/2024,875.0,Canada,beauty ,6.0,12.85
22143,29/07/2023,1076.0,FRANCE,beauty ,1.0,88.34
17565,26/09/2023,319.0,germany, APPAREL,6.0,73.22
15963,25-May-2024,568.0,India,ELECTRONICS,4.0,201.77
18005,28/04/2024,427.0,India,books,2.0,19.99
23392,05-Jan-2024,541.0,india, Electronics,1.0,313.6
15186,01/05/2023,225.0,U.K.,sports,2.0,225.18
5325,2023-09-03,621.0,uk,beauty ,1.0,28.48
12891,10/13/2024,360.0,canada,SPORTS ,3.0,
10172,05-Jan-2023,1067.0,australia ,home & kitchen,1.0,128.74
10649,16-Jul-2023,439.0,France, Books,4.0,33.89
11744,2023-08-28,1031.0,FRANCE,Books,1.0,8.72
12399,08/06/2023,935.0,U.K.,books,1.0,33.55
8210,2024-12-26,,U.K.,Beauty,1.0,52.54
16268,08/10/2023,666.0,uk,books,1.0,25.18
17098,06/10/2023,23.0,canada,Books,3.0,36.2
24503,10/01/2023,1024.0,FRANCE,Beauty,1.0,64.73
20228,10/09/2023,145.0,INDIA ,SPORTS ,3.0,132.82
9753,07-Sep-2024,203.0,France,beauty ,5.0,43.86
13880,2024-04-13,932.0,india,Sports,1.0,70.67
16357,27/12/2024,455.0,Germany,ELECTRONICS,4.0,85.46
7380,2023-07-29,27.0,Germany,Beauty,3.0,20.07
23202,16/02/2023,,australia ,apparel,2.0,83.84
21207,2023-01-08,810.0,Australia,Apparel,3.0,113.72
17362,07/31/2023,284.0,INDIA ,Sports,3.0,123.38
13022,25-Nov-2024,551.0,germany,sports,3.0,87.07
19804,2023-10-25,990.0,Germany,SPORTS ,1.0,163.37
11659,14-Oct-2023,620.0,,beauty ,1.0,43.42
23869,2023-08-03,287.0,INDIA ,sports,7.0,74.62
13178,2024-06-29,334.0,FRANCE, Books,3.0,30.23
16621,2023-09-10,718.0, Germany,apparel,2.0,69.33
12858,01/23/2024,1097.0,canada,SPORTS ,3.0,154.37
9422,12/21/2023,125.0,Canada,Apparel,1.0,36.64
6102,07/16/2024,30.0,United Kingdom,beauty ,5.0,51.8
20856,2024-11-07,160.0,U.K., APPAREL,1.0,21.5
18759,12/13/2024,899.0,canada,beauty ,5.0,58.93
13610,20/11/2024,199.0,australia ,Apparel,6.0,99.49
13062,11/13/2023,981.0,India,ELECTRONICS,2.0,288.62
8251,18/01/2023,343.0,australia ,Books,1.0,37.65
17602,01/03/2024,76.0,United Kingdom,home & kitchen,1.0,195.14
17333,2024-12-05,961.0,UK,home & kitchen,4.0,191.21
8558,2023-11-13,307.0,australia ,Apparel,3.0,73.01
5710,02/15/2023,549.0,INDIA ,Home and Kitchen ,4.0,32.6
5119,03/04/2024,1071.0,germany,apparel,,65.9
15215,12/02/2024,686.0,United Kingdom, APPAREL,1.0,109.24
9599,2023-10-21,617.0,United States,Books,3.0,37.77
7043,11/08/2024,293.0,germany,Beauty,4.0,48.58
12420,25-Sep-2023,1169.0,usa,SPORTS ,4.0,93.51
11131,02/07/2024,83.0,U.S.A,apparel,4.0,102.89
18221,09/07/2023,282.0,INDIA ,books,3.0,21.81
5318,2023-11-08,,india,Books,3.0,6.79
21018,2024-01-08,963.0,uk,Books,4.0,34.48
10316,09/29/2023,1160.0,India,books,2.0,7.49
23737,03/25/2023,204.0, Germany,ELECTRONICS,1.0,509.36
11607,31-Jan-2024,914.0,india,SPORTS ,6.0,88.54
17874,05/14/2024,690.0,FRANCE,beauty ,1.0,49.91
24353,08/11/2023,34.0,canada,Beauty,1.0,18.34
10004,05-Aug-2024,982.0,U.S.A,apparel,4.0,111.22
11524,2023-09-28,970.0,Germany,beauty ,4.0,67.79
14574,01/01/2023,458.0,France,Home and Kitchen ,2.0,71.69
18988,2023-07-18,476.0,india,Beauty,0.0,36.64
9274,15/11/2024,206.0,Australia,Beauty,2.0,21.7
10740,20/08/2024,758.0,USA, Books,2.0,25.68
23757,10/07/2023,279.0,FRANCE,apparel,4.0,66.86
10471,2024-05-12,205.0,Germany,Beauty,4.0,71.27
10817,09/22/2024,533.0,Canada, APPAREL,1.0,31.71
20048,2024-09-25,1161.0,Germany,sports,4.0,101.79
5088,02/08/2024,46.0,canada,Apparel,7.0,36.17
12631,12/01/2023,168.0,canada,apparel,6.0,108.62
9164,07-Apr-2023,786.0,Australia,Beauty,3.0,96.0
8383,20-Mar-2023,,Australia,home & kitchen,1.0,161.4
15918,17-Mar-2024,578.0,UK,SPORTS ,6.0,297.27
18181,12/06/2024,567.0,Canada,Books,7.0,31.43
5404,29/11/2024,1057.0,canada,Electronics,3.0,572.34
9912,25-Oct-2023,543.0,canada, APPAREL,4.0,81.39
16543,2024-07-14,595.0,australia ,apparel,7.0,44.45
16423,11/04/2023,1030.0,U.S.A,Apparel,5.0,105.62
14366,2023-04-27,287.0,india,SPORTS ,7.0,103.43
7766,2023-02-23,192.0,Australia,Home and Kitchen ,5.0,169.96
11379,29/02/2024,573.0,,electronics,4.0,511.44
7242,07-Apr-2023,304.0, Germany,Home & Kitchen,2.0,45.22
20322,24/03/2024,441.0,United Kingdom,home & kitchen,5.0,154.99
8484,15-Aug-2024,389.0,Australia,Apparel,4.0,27.12
8540,17-Apr-2023,1189.0,australia ,apparel,,70.43
11311,2024-01-29,597.0,australia ,Books,1.0,33.67
14220,2024-01-11,348.0,India,Beauty,1.0,59.63
15398,06/08/2023,615.0,india,books,3.0,26.54
21905,08/13/2024,250.0,UK, Books,2.0,28.15
10518,21/12/2023,37.0,USA,Beauty,2.0,34.17
7437,03-Jul-2024,939.0,Australia,Home & Kitchen,5.0,0.0
9690,01/06/2023,1121.0,Australia,SPORTS ,1.0,120.56
7595,14-Mar-2023,512.0,UK, Electronics,4.0,475.77
14471,2024-01-19,103.0,germany,electronics,3.0,151.24
18956,03/11/2024,514.0,india,electronics,4.0,472.73
11857,2023-12-21,765.0,FRANCE,beauty ,2.0,59.58
21258,02/07/2023,784.0, Germany,sports,4.0,170.38
16286,05/02/2023,735.0,United States,apparel,7.0,31.72
11655,18-Aug-2024,101.0,france ,Home and Kitchen ,2.0,199.21
6426,16-Jan-2023,687.0,United States,beauty ,1.0,18.96
10028,09/27/2023,751.0,Germany,sports,5.0,172.53
10282,2024-01-05,394.0,U.K.,Apparel,1.0,16.27
20710,10/09/2024,460.0,Germany,apparel,1.0,83.46
6503,18/11/2023,533.0,Canada,Apparel,2.0,100.48
16062,23/04/2024,967.0,U.S.A,ELECTRONICS,3.0,354.59
14800,16/07/2024,393.0,FRANCE,Beauty,4.0,51.59
15668,04-Nov-2023,913.0,canada,home & kitchen,4.0,185.53
23957,11-Aug-2024,187.0,Australia,Apparel,3.0,24.66
5679,12/09/2024,639.0,germany,SPORTS ,1.0,200.29
11674,07-Nov-2023,258.0,Australia,Books,3.0,15.3
10852,28/09/2023,1083.0,UK,Beauty,5.0,37.31
12195,22-May-2024,169.0,usa,Books,1.0,20.93
15096,08/26/2023,924.0,United Kingdom,sports,2.0,110.81
21302,31-Jan-2023,1155.0,australia ,sports,,95.58
17391,20-Mar-2023,996.0, Germany,beauty ,4.0,41.75
10054,02/04/2024,621.0,,Beauty,3.0,42.45
6851,11/05/2023,788.0,australia ,Apparel,3.0,47.79
11523,28-Jun-2024,622.0, Germany,Home and Kitchen ,2.0,16.13
6071,2023-11-09,429.0,Australia,books,2.0,37.66
18789,01/19/2023,413.0, USA ,Apparel,1.0,43.66
11785,21-Sep-2023,598.0, Germany,beauty ,4.0,78.35
15673,2024-08-01,712.0,usa, Books,3.0,16.4
7773,03/04/2023,1052.0,Germany,books,4.0,26.2
8393,2023-02-07,441.0,UK,Home & Kitchen,2.0,183.55
6100,22/02/2024,1025.0,Germany,Electronics,6.0,641.48
12379,21/12/2023,201.0,australia ,sports,2.0,179.36
16035,2023-07-03,1033.0,Canada,Home and Kitchen ,2.0,68.99
6750,26/11/2023,,United States,Home & Kitchen,1.0,147.75
5419,09/27/2023,983.0,germany,Sports,5.0,214.87
21136,02-Jan-2024,538.0,United Kingdom,books,3.0,7.99
10820,05/13/2023,805.0,Germany, Books,4.0,21.36
20137,24-Apr-2023,433.0,Canada,books,2.0,17.84
15140,29/03/2023,809.0,australia , Electronics,7.0,75.35
22489,07-Oct-2024,473.0,U.S.A,electronics,5.0,423.87
15492,08/09/2023,471.0,canada, Electronics,1.0,306.6
23282,2023-02-14,,uk,Books,7.0,11.7
20627,2024-05-22,473.0, USA ,electronics,2.0,49.25
11168,2024-07-23,665.0,France,sports,3.0,138.79
13401,12/30/2024,688.0,usa,Sports,4.0,20.66
19156,01/06/2023,878.0,Australia,ELECTRONICS,5.0,58.06
21408,30/08/2023,623.0,France,apparel,5.0,25.16
16979,26/12/2023,674.0,uk, Electronics,1.0,278.85
19055,12/12/2024,193.0,Australia,Beauty,6.0,81.73
9894,12-Jan-2024,368.0,usa, Books,3.0,31.76
13721,06/11/2023,283.0,Germany,home & kitchen,1.0,117.91
13972,2024-08-01,1194.0,India,Sports,5.0,181.03
5723,2023-01-23,626.0,Canada,Apparel,4.0,96.7
10177,25-Oct-2024,248.0, USA ,Sports,2.0,31.01
15154,05/11/2023,391.0,Australia,electronics,5.0,452.94
6861,2024-08-10,266.0,Germany,Electronics,2.0,475.89
23850,14-Jul-2023,1098.0,australia ,electronics,1.0,78.51
6688,01/10/2024,1079.0,INDIA ,ELECTRONICS,6.0,346.51
13499,2023-01-22,354.0,australia ,beauty ,1.0,60.59
24476,08-Apr-2023,335.0,United Kingdom,sports,1.0,16.37
6993,12/29/2023,276.0,Germany,apparel,2.0,12.0
15525,02/16/2023,347.0,United States, APPAREL,5.0,44.07
21502,14-Jan-2024,935.0,UK,books,4.0,27.94
21638,2023-07-08,,australia ,sports,2.0,233.65
20108,28-Jan-2024,427.0,INDIA ,Beauty,1.0,76.37
19530,2023-05-20,1046.0,U.S.A,Home and Kitchen ,4.0,49.2
11118,22/03/2023,1195.0,Canada,Home & Kitchen,5.0,22.21
8460,2023-08-19,1109.0,France,Electronics,2.0,221.71
19056,25/03/2024,922.0,Australia, Books,3.0,29.11
11568,04/01/2024,331.0,australia ,Home and Kitchen ,1.0,33.13
24243,17/01/2024,622.0,Germany,home & kitchen,1.0,100.4
10671,06/17/2023,276.0, Germany,apparel,4.0,47.29
14297,05/12/2023,920.0,australia ,electronics,2.0,503.05
19993,2023-12-01,664.0,France,Sports,2.0,85.56
7811,26/10/2023,580.0,Germany,apparel,3.0,94.01
13950,2023-04-09,586.0,france ,Home & Kitchen,4.0,192.3
10493,15-Oct-2023,432.0, Germany,Home and Kitchen ,2.0,17.55
20281,26-Mar-2023,73.0,India,Home and Kitchen ,1.0,33.99
17711,06/26/2024,416.0,INDIA , Electronics,5.0,146.33
22618,01-Jul-2023,903.0,india,Home & Kitchen,4.0,84.97
19085,2024-06-18,564.0,france ,ELECTRONICS,2.0,83.95
5575,2023-01-08,1018.0,USA,Electronics,3.0,408.93
13450,06/21/2023,194.0, Germany,Sports,1.0,87.57
23261,05/10/2024,399.0,germany, Electronics,5.0,310.95
22785,06-Sep-2023,757.0,Germany,books,3.0,18.38
14233,12/04/2023,795.0,france ,beauty ,5.0,41.85
24089,08/16/2023,980.0,india,Home & Kitchen,4.0,153.72
21639,10/02/2024,,UK,electronics,1.0,541.48
8626,23-Dec-2023,1024.0,FRANCE,beauty ,3.0,39.02
23239,15-Jun-2024,17.0,france ,home & kitchen,5.0,73.52
22704,01/06/2023,723.0,canada,Home and Kitchen ,1.0,22.75
24398,13/12/2024,129.0,canada,Electronics,4.0,173.71
13696,2023-07-05,359.0,australia ,electronics,1.0,
11355,05-Jul-2023,595.0,Australia, APPAREL,4.0,142.62
15515,2023-09-18,1061.0,Germany,Home and Kitchen ,1.0,169.66
21895,28/07/2023,73.0,india,home & kitchen,1.0,149.97
5849,08-Jun-2024,76.0,U.K.,Home & Kitchen,3.0,59.93
7249,14-Jul-2024,894.0,usa, APPAREL,2.0,115.38
10617,24-Mar-2024,,Australia,SPORTS ,3.0,
13565,03-Dec-2023,928.0, USA ,apparel,1.0,84.97
24360,05/10/2024,260.0,U.S.A,apparel,4.0,29.57
22236,22-Jul-2023,265.0,canada,Apparel,2.0,20.09
13119,17/05/2023,1083.0,United Kingdom,Beauty,5.0,20.53
10304,2024-07-21,594.0,france ,SPORTS ,5.0,48.43
9053,2023-11-06,707.0,usa,Books,1.0,17.99
17130,04/01/2023,1029.0,INDIA ,SPORTS ,7.0,139.01
15924,2023-03-13,562.0,uk,Electronics,6.0,313.09
18934,16/09/2023,83.0, USA ,Beauty,2.0,58.71
23751,17/06/2024,94.0,india,Sports,3.0,62.19
9077,05-Nov-2023,463.0, USA , Electronics,3.0,312.96
5998,2024-05-03,346.0,Australia,Home and Kitchen ,4.0,104.57
9333,07/26/2023,4.0,india,electronics,3.0,128.63
17927,13-Mar-2023,559.0,FRANCE,Books,4.0,23.64
14369,04/28/2023,491.0,india, APPAREL,2.0,101.47
16587,06/06/2024,9.0,France,books,3.0,11.79
5552,03-Jan-2023,202.0,australia , Electronics,4.0,0.0
21967,19/12/2023,1140.0,france ,Electronics,3.0,477.05
23343,28/04/2023,649.0,australia ,Beauty,2.0,38.37
9373,30-Mar-2023,927.0,Germany, Electronics,1.0,399.8
8498,23-Mar-2023,635.0, USA , APPAREL,7.0,115.98
22761,09/07/2024,1122.0, Germany,Home and Kitchen ,3.0,156.47
18385,01/13/2024,376.0,india,Books,4.0,11.92
13033,20/07/2024,412.0,Australia,Sports,3.0,174.38
6408,06-Apr-2024,1085.0,canada,electronics,4.0,240.17
20958,28-Nov-2023,,france ,Home & Kitchen,1.0,160.98
23761,27-Apr-2023,729.0,USA,home & kitchen,4.0,142.59
6813,04/18/2023,768.0,Canada,books,4.0,26.78
20619,21/09/2023,447.0, USA ,books,1.0,7.39
23875,12-Aug-2023,155.0,uk,Apparel,4.0,142.25
24221,28/11/2024,978.0,Canada,sports,1.0,67.92
5694,18-Nov-2023,369.0,Germany,apparel,1.0,15.07
15726,20/11/2023,1143.0,United Kingdom,beauty ,5.0,48.43
10012,2023-01-23,372.0,australia , APPAREL,4.0,62.13
8444,25/05/2023,628.0,India,Beauty,1.0,23.5
14175,2023-08-10,,FRANCE,Home & Kitchen,4.0,112.15
16502,03/03/2023,1061.0,Germany,Home & Kitchen,1.0,143.12
9176,03/05/2024,278.0,U.S.A, APPAREL,1.0,103.15
9223,05-Nov-2024,1186.0, Germany,beauty ,3.0,92.87
13284,08-Jan-2024,11.0,Canada,SPORTS ,1.0,156.13
15459,2023-04-19,295.0,canada, Books,2.0,7.01
22322,06/27/2023,653.0,U.K.,apparel,3.0,69.83
21219,2023-07-10,1164.0,australia ,apparel,3.0,87.35
24740,26-Apr-2024,180.0,UK,SPORTS ,4.0,171.42
5262,14/03/2023,60.0, Germany, Books,3.0,20.0
24699,12/12/2023,1182.0,germany,sports,6.0,283.02
16530,24/10/2024,953.0,USA,electronics,2.0,96.71
10498,24-Apr-2023,951.0,germany,SPORTS ,3.0,214.01
8876,2023-08-25,608.0,France,books,3.0,10.19
9017,23-Oct-2023,756.0,australia ,beauty ,1.0,46.02
8627,2024-10-30,443.0, Germany,ELECTRONICS,2.0,150.69
23464,19/08/2024,687.0,U.S.A,sports,2.0,106.3
5446,07/10/2024,841.0,INDIA , APPAREL,4.0,24.63
11753,15/11/2024,607.0,FRANCE,apparel,3.0,108.08
10112,05/09/2023,1048.0,Canada,books,2.0,16.12
8556,2023-08-10,535.0,canada,electronics,4.0,542.63
15387,2024-08-07,772.0,United Kingdom,Home & Kitchen,2.0,178.8
12339,30/01/2023,1095.0, Germany,SPORTS ,3.0,74.78
8368,05/18/2023,,france ,apparel,4.0,22.57
21676,2023-09-18,554.0,Australia,Beauty,3.0,59.8
16060,15/02/2023,337.0,United Kingdom, APPAREL,1.0,45.23
7527,2024-01-22,794.0,australia ,Sports,6.0,155.68
21764,10-May-2023,952.0,INDIA ,ELECTRONICS,7.0,50.6
19522,2024-03-20,485.0,uk,Books,4.0,20.25
21855,16-Oct-2024,1115.0,U.K.,home & kitchen,3.0,159.14
6169,2023-01-16,934.0,france ,Home & Kitchen,3.0,28.57
9145,22-May-2024,762.0,usa,beauty ,5.0,56.88
12893,2024-10-21,369.0,germany,apparel,1.0,74.93
22437,30/03/2024,1152.0,Canada,SPORTS ,6.0,162.9
13277,16/12/2023,851.0,United Kingdom, APPAREL,1.0,86.47
8150,2023-11-07,982.0,United States, APPAREL,7.0,121.53
20421,20/01/2024,658.0,Canada,Sports,1.0,124.22
5881,23/05/2024,1193.0,France,Beauty,4.0,70.22
11748,2023-03-19,1007.0,uk,Home and Kitchen ,4.0,68.41
14409,23-Jul-2023,963.0,uk,books,1.0,39.97
12573,08/07/2024,276.0,germany,Apparel,3.0,30.75
24964,2024-03-08,142.0,Germany,Home and Kitchen ,3.0,185.94
6468,07/25/2024,523.0,,sports,2.0,76.59
13155,02-Mar-2023,876.0, USA ,Home & Kitchen,2.0,31.8
23537,10/31/2023,795.0,FRANCE,books,4.0,23.8
11538,18-Apr-2023,312.0,Germany,sports,4.0,71.65
17154,02/05/2023,527.0,UK, APPAREL,2.0,84.75
5453,17-Jul-2023,42.0,UK,ELECTRONICS,1.0,686.71
17519,2023-06-09,136.0,australia ,Sports,3.0,93.66
23884,04/12/2023,739.0,U.K.,apparel,7.0,97.09
9138,2023-09-04,327.0,france ,Books,4.0,11.99
8040,05-Feb-2024,283.0, Germany,home & kitchen,2.0,165.93
19987,2023-08-26,854.0,USA,Beauty,3.0,39.77
9151,19-Mar-2024,493.0,UK,Home and Kitchen ,4.0,143.78
22105,2023-12-12,192.0,australia ,Home and Kitchen ,1.0,15.7
19124,13/05/2023,196.0,Canada,books,5.0,31.93
21935,04/08/2023,527.0,UK,Apparel,1.0,36.34
5580,19-Aug-2023,694.0,Australia,books,4.0,42.55
11572,25/07/2023,1119.0,australia ,SPORTS ,4.0,102.27
17025,18-May-2024,880.0,USA,beauty ,3.0,53.48
12468,08/09/2024,256.0, Germany, Books,5.0,12.21
11768,2024-01-24,928.0,United States, APPAREL,3.0,60.78
20082,2024-06-14,1115.0,UK, Electronics,4.0,420.31
5868,11-Sep-2023,679.0,Australia, Books,2.0,32.89
21885,10/23/2024,879.0, USA ,Home and Kitchen ,,129.92
9158,18/09/2023,,USA,Books,4.0,29.63
11350,27/08/2023,982.0,U.S.A,Beauty,6.0,88.44
21436,09/13/2023,433.0,Canada,apparel,1.0,12.75
22487,01/14/2023,1158.0,,Electronics,3.0,187.72
5403,05/24/2023,1109.0,FRANCE,Books,4.0,19.68
9429,16/02/2024,87.0,Australia,Books,5.0,29.8
15277,2023-05-31,29.0,india,Books,4.0,29.42
8058,12-Sep-2024,1062.0,france ,beauty ,1.0,15.62
